Datum;MedTemp;MaxTemp;MinTemp;Niederschlag;Monat;MedGlobalstrahlung;MedStarhlungBilanz
01.01.2014;6,2;9,8;2,4;0,00;1,00;44,9;-17,8
02.01.2014;7,0;10,0;4,8;1,60;1,00;24,3;-37,1
03.01.2014;7,8;10,8;4,3;0,30;1,00;22,4;-35,1
04.01.2014;7,7;9,7;5,6;1,33;1,00;11,9;-31,8
05.01.2014;5,8;8,6;1,4;0,72;1,00;29,1;-41,2
06.01.2014;7,1;12,2;1,0;0,00;1,00;33,8;-10,0
07.01.2014;11,4;14,5;7,6;0,00;1,00;27,1;-15,1
08.01.2014;11,7;15,9;8,6;0,09;1,00;39,8;-23,1
09.01.2014;11,8;17,1;6,7;4,05;1,00;45,7;-15,9
10.01.2014;6,1;9,6;2,5;2,10;1,00;41,4;-47,9
11.01.2014;4,6;8,8;1,4;2,75;1,00;11,1;-35,7
12.01.2014;3,6;6,8;1,5;0,17;1,00;45,0;-39,0
13.01.2014;5,5;9,9;0,5;3,96;1,00;31,9;-13,8
14.01.2014;6,0;7,4;4,1;0,69;1,00;11,8;-24,2
15.01.2014;4,6;7,1;1,6;0,00;1,00;61,8;-32,7
16.01.2014;7,4;9,8;5,4;2,31;1,00;16,0;-27,7
17.01.2014;6,5;9,8;2,9;0,00;1,00;33,4;-26,7
18.01.2014;3,5;7,4;0,7;0,00;1,00;47,7;-28,2
19.01.2014;3,3;5,9;1,6;0,00;1,00;38,8;-4,1
20.01.2014;4,2;5,5;2,8;0,00;1,00;9,0;-9,7
21.01.2014;4,9;5,6;3,7;1,18;1,00;8,0;-20,6
22.01.2014;5,4;6,4;4,5;0,00;1,00;13,9;-4,2
23.01.2014;5,1;5,8;4,2;0,39;1,00;23,1;-17,9
24.01.2014;3,2;4,8;2,0;1,45;1,00;16,9;-26,5
25.01.2014;3,7;5,5;2,7;0,02;1,00;19,8;-5,9
26.01.2014;4,7;6,7;2,2;2,41;1,00;50,5;-14,0
27.01.2014;3,9;5,7;1,2;2,00;1,00;37,7;-41,8
28.01.2014;3,6;8,2;0,1;0,00;1,00;76,8;-19,8
29.01.2014;0,7;3,0;-0,9;0,00;1,00;52,8;-18,9
30.01.2014;1,3;4,7;-1,1;0,00;1,00;54,1;-7,7
31.01.2014;1,7;6,3;-1,2;0,00;1,00;63,7;-22,3
01.02.2014;5,1;11,5;-0,2;0,80;2,00;58,5;-13,7
02.02.2014;4,2;6,7;2,4;3,41;2,00;30,6;-13,3
03.02.2014;3,3;5,0;1,8;0,00;2,00;24,1;-15,7
04.02.2014;5,1;9,4;2,0;0,00;2,00;33,7;-13,3
05.02.2014;3,8;7,0;0,2;0,00;2,00;31,1;-28,0
06.02.2014;8,1;12,1;3,9;0,00;2,00;79,1;-0,9
07.02.2014;9,0;11,5;5,3;0,21;2,00;35,0;-28,6
08.02.2014;6,2;11,1;2,9;0,42;2,00;34,3;-41,6
09.02.2014;5,8;9,2;2,1;1,13;2,00;49,4;-28,7
10.02.2014;4,3;6,6;0,8;0,94;2,00;20,8;-28,1
11.02.2014;5,4;9,1;1,1;0,08;2,00;59,9;-10,4
12.02.2014;5,6;10,0;1,2;0,05;2,00;95,5;7,8
13.02.2014;6,7;9,0;3,8;7,62;2,00;31,2;-37,9
14.02.2014;6,1;9,5;2,9;0,18;2,00;75,3;5,8
15.02.2014;8,8;12,3;5,9;6,47;2,00;11,5;-34,9
16.02.2014;7,1;9,5;4,6;0,00;2,00;42,3;-9,8
17.02.2014;7,2;13,3;3,2;0,05;2,00;130,3;16,6
18.02.2014;6,4;13,0;1,6;0,00;2,00;89,5;4,1
19.02.2014;8,2;11,0;5,8;0,12;2,00;36,7;-6,7
20.02.2014;8,6;13,7;5,4;0,00;2,00;116,3;14,0
21.02.2014;7,4;10,1;2,5;1,78;2,00;49,4;-39,3
22.02.2014;5,7;10,3;1,8;0,39;2,00;97,2;8,9
23.02.2014;7,3;12,8;3,3;0,03;2,00;131,3;26,6
24.02.2014;6,8;16,1;0,5;0,00;2,00;142,8;6,1
25.02.2014;8,7;14,8;2,9;0,09;2,00;108,7;13,9
26.02.2014;8,6;13,0;6,4;3,76;2,00;73,6;-6,3
27.02.2014;7,2;10,8;4,6;1,03;2,00;71,4;3,7
28.02.2014;7,4;11,9;3,9;0,17;2,00;119,2;21,4
01.03.2014;6,7;10,0;3,7;0,05;3,00;80,1;15,2
02.03.2014;6,2;9,7;4,2;0,19;3,00;60,7;-6,6
03.03.2014;6,0;10,3;1,9;0,12;3,00;61,6;2,0
04.03.2014;8,0;12,6;4,3;0,00;3,00;114,7;33,1
05.03.2014;8,0;12,3;4,2;0,00;3,00;78,0;2,0
06.03.2014;6,0;11,9;1,1;0,00;3,00;114,0;10,0
07.03.2014;7,6;15,4;1,3;0,00;3,00;148,6;25,6
08.03.2014;9,2;16,9;2,3;0,00;3,00;151,8;20,0
09.03.2014;10,8;20,0;3,0;0,00;3,00;169,1;25,6
10.03.2014;9,9;17,6;3,0;0,00;3,00;163,8;25,2
11.03.2014;9,1;16,6;3,0;0,00;3,00;155,2;26,1
12.03.2014;10,4;20,0;2,5;0,00;3,00;167,0;26,7
13.03.2014;10,9;19,7;4,0;0,00;3,00;164,4;29,1
14.03.2014;11,2;20,2;4,1;0,00;3,00;164,9;28,8
15.03.2014;8,6;12,3;7,1;0,45;3,00;35,2;-28,9
16.03.2014;11,3;16,4;7,7;0,00;3,00;68,4;7,5
17.03.2014;12,8;19,8;6,6;0,00;3,00;183,1;45,1
18.03.2014;12,5;19,9;5,3;0,00;3,00;139,5;41,4
19.03.2014;11,6;15,9;7,5;0,00;3,00;116,4;25,7
20.03.2014;13,9;24,1;4,5;0,00;3,00;180,8;35,5
21.03.2014;16,0;22,1;10,2;0,00;3,00;169,4;51,2
22.03.2014;11,5;14,8;7,5;1,33;3,00;48,8;-15,0
23.03.2014;7,2;9,4;4,6;0,04;3,00;67,8;6,9
24.03.2014;5,1;10,3;2,1;5,80;3,00;92,7;4,4
25.03.2014;5,4;11,0;1,9;0,09;3,00;139,6;32,7
26.03.2014;5,5;11,2;0,1;0,00;3,00;140,2;32,8
27.03.2014;8,2;15,6;0,8;0,00;3,00;192,3;56,4
28.03.2014;11,1;18,7;3,4;0,02;3,00;201,4;61,0
29.03.2014;12,5;21,2;3,9;0,01;3,00;209,2;61,3
30.03.2014;13,6;22,5;5,4;0,00;3,00;205,5;60,9
31.03.2014;13,8;21,6;7,4;0,00;3,00;169,7;47,2
01.04.2014;14,8;22,4;8,3;0,00;4,00;184,6;64,5
02.04.2014;16,4;24,5;9,3;0,00;4,00;204,0;68,9
03.04.2014;17,3;23,6;11,4;0,00;4,00;152,8;49,1
04.04.2014;16,9;23,9;11,4;0,00;4,00;144,7;40,7
05.04.2014;14,0;16,1;12,3;1,18;4,00;57,6;-1,8
06.04.2014;15,4;21,9;11,0;0,04;4,00;159,3;67,1
07.04.2014;16,0;23,4;8,2;0,00;4,00;179,4;64,4
08.04.2014;13,7;17,4;10,5;2,93;4,00;135,2;40,0
09.04.2014;10,8;15,4;7,2;0,00;4,00;204,4;71,0
10.04.2014;12,6;18,6;8,3;0,00;4,00;164,2;63,4
11.04.2014;14,0;20,7;7,0;0,00;4,00;240,9;91,2
12.04.2014;14,9;21,6;8,0;0,00;4,00;189,7;72,4
13.04.2014;14,7;19,5;11,4;0,00;4,00;234,4;94,3
14.04.2014;10,8;14,7;8,0;0,00;4,00;141,3;41,5
15.04.2014;6,8;9,4;3,9;0,00;4,00;121,7;27,3
16.04.2014;8,0;13,3;2,2;0,00;4,00;202,0;67,2
17.04.2014;10,1;17,7;3,2;0,00;4,00;257,7;91,9
18.04.2014;8,0;11,5;5,2;1,25;4,00;63,4;-18,3
19.04.2014;9,6;17,2;4,5;0,00;4,00;95,9;37,5
20.04.2014;13,5;19,2;7,0;0,00;4,00;190,0;83,3
21.04.2014;12,4;18,9;7,1;2,29;4,00;145,3;33,4
22.04.2014;14,2;20,2;8,5;0,00;4,00;217,3;106,3
23.04.2014;15,6;22,4;8,6;0,02;4,00;204,1;85,0
24.04.2014;16,8;24,7;8,7;0,00;4,00;254,9;109,4
25.04.2014;17,6;25,8;10,5;0,26;4,00;228,7;91,1
26.04.2014;16,2;21,5;11,6;9,06;4,00;163,1;77,0
27.04.2014;12,2;15,2;10,0;22,34;4,00;84,1;-7,8
28.04.2014;12,2;14,3;10,1;0,00;4,00;64,5;22,8
29.04.2014;14,0;18,5;11,7;0,00;4,00;108,5;55,5
30.04.2014;14,0;20,6;11,2;0,00;4,00;119,2;56,4
01.05.2014;13,0;16,4;10,3;13,7;5,0;72,9;15,5
02.05.2014;12,0;17,0;9,4;5,2;5,0;97,4;27,3
03.05.2014;8,4;10,4;6,2;0,0;5,0;48,7;-2,9
04.05.2014;10,9;17,4;3,9;0,0;5,0;289,0;130,2
05.05.2014;13,5;21,1;6,0;0,0;5,0;271,3;117,3
06.05.2014;17,2;23,4;10,0;0,0;5,0;201,8;89,0
07.05.2014;15,5;18,6;12,2;0,4;5,0;147,0;46,6
08.05.2014;15,0;19,6;10,3;1,3;5,0;176,8;70,9
09.05.2014;16,5;21,5;12,9;1,4;5,0;206,9;67,1
10.05.2014;15,1;20,5;10,5;1,3;5,0;145,8;37,0
11.05.2014;12,2;17,5;8,3;5,1;5,0;237,0;79,9
12.05.2014;9,8;13,7;7,6;1,5;5,0;158,4;26,9
13.05.2014;10,4;15,5;7,5;4,4;5,0;184,0;76,2
14.05.2014;11,8;16,6;8,6;0,3;5,0;256,8;121,8
15.05.2014;11,0;13,9;8,2;0,6;5,0;175,2;83,6
16.05.2014;13,3;18,1;9,5;0,2;5,0;254,0;136,0
17.05.2014;14,1;20,3;7,5;0,0;5,0;252,1;123,8
18.05.2014;16,0;23,3;8,4;0,0;5,0;260,9;120,3
19.05.2014;18,4;24,4;10,7;0,0;5,0;214,6;91,3
20.05.2014;20,9;29,9;12,4;0,0;5,0;297,3;137,1
21.05.2014;22,3;29,6;13,2;0,0;5,0;270,5;120,1
22.05.2014;21,5;29,2;0,8;0,0;5,0;246,5;116,3
23.05.2014;17,5;23,1;13,1;2,5;5,0;196,2;79,0
24.05.2014;15,9;21,5;12,3;3,6;5,0;191,7;80,5
25.05.2014;17,5;23,6;10,4;0,1;5,0;257,7;125,7
26.05.2014;16,0;20,9;13,7;11,7;5,0;118,6;37,3
27.05.2014;15,6;18,6;14,1;0,0;5,0;141,0;74,7
28.05.2014;15,7;19,6;12,5;0,0;5,0;156,5;74,5
29.05.2014;16,0;20,9;11,2;0,0;5,0;195,9;90,3
30.05.2014;12,2;15,7;8,5;0,6;5,0;146,0;50,3
31.05.2014;14,3;23,1;5,8;0,0;5,0;268,7;119,4
01.06.2014;16,0;24,0;9,5;0,00;6,00;209,1;103,2
02.06.2014;16,8;22,8;13,1;0,04;6,00;190,5;88,0
03.06.2014;16,9;23,4;12,4;0,17;6,00;188,7;84,9
04.06.2014;16,3;24,7;11,1;3,16;6,00;183,4;50,9
05.06.2014;15,9;22,0;9,8;0,00;6,00;243,8;117,7
06.06.2014;20,0;28,8;10,0;0,00;6,00;314,7;154,3
07.06.2014;24,4;34,0;15,0;0,00;6,00;298,6;150,0
08.06.2014;27,5;36,8;17,7;0,00;6,00;308,7;155,1
09.06.2014;29,1;38,2;20,2;0,00;6,00;313,3;153,7
10.06.2014;26,7;35,2;19,2;11,33;6,00;256,2;119,8
11.06.2014;23,8;30,8;18,4;1,67;6,00;224,4;120,8
12.06.2014;23,8;30,3;18,6;0,00;6,00;273,6;145,6
13.06.2014;22,4;26,7;18,1;0,00;6,00;307,1;159,9
14.06.2014;18,1;22,4;14,6;0,00;6,00;184,9;62,3
15.06.2014;17,7;23,2;12,2;0,00;6,00;257,2;111,9
16.06.2014;18,9;24,7;13,7;0,00;6,00;305,3;144,9
17.06.2014;16,5;22,8;13,7;3,77;6,00;185,3;70,7
18.06.2014;18,9;25,5;12,1;0,00;6,00;266,3;119,4
19.06.2014;19,7;24,3;15,3;0,00;6,00;306,7;152,8
20.06.2014;16,3;20,8;12,1;0,07;6,00;196,0;89,3
21.06.2014;17,1;24,0;9,8;0,00;6,00;308,4;148,2
22.06.2014;19,4;26,7;11,1;0,00;6,00;330,9;153,9
23.06.2014;19,9;26,6;12,3;0,38;6,00;291,3;131,8
24.06.2014;20,5;27,0;15,2;0,00;6,00;318,2;157,2
25.06.2014;17,7;21,3;14,5;0,00;6,00;196,7;83,9
26.06.2014;17,6;24,8;9,5;0,00;6,00;321,2;147,6
27.06.2014;20,4;27,5;11,9;0,00;6,00;242,4;108,0
28.06.2014;19,7;23,7;16,5;3,66;6,00;127,9;8,3
29.06.2014;17,8;20,9;14,4;1,39;6,00;152,7;60,3
30.06.2014;15,8;21,3;12,8;4,92;6,00;210,5;96,0
01.07.2014;18,6;25,2;11,8;0,00;7,00;263,8;125,6
02.07.2014;18,9;25,0;14,3;0,02;7,00;217,0;99,9
03.07.2014;22,1;29,6;14,3;0,00;7,00;317,1;151,7
04.07.2014;24,2;32,3;14,8;0,00;7,00;240,2;109,2
05.07.2014;20,5;24,5;17,3;1,86;7,00;165,2;64,2
06.07.2014;24,8;32,4;17,4;11,66;7,00;261,1;139,8
07.07.2014;20,2;24,8;14,3;24,26;7,00;148,7;66,2
08.07.2014;15,7;18,1;14,2;4,92;7,00;58,9;-32,5
09.07.2014;13,2;14,5;12,3;5,74;7,00;74,9;-14,7
10.07.2014;14,6;17,3;12,3;0,15;7,00;61,7;27,4
11.07.2014;19,5;26,2;15,4;0,16;7,00;184,6;103,3
12.07.2014;19,4;25,0;16,9;0,00;7,00;150,4;78,9
13.07.2014;19,7;25,8;17,0;0,03;7,00;173,3;91,8
14.07.2014;20,1;26,5;16,8;5,05;7,00;214,8;100,8
15.07.2014;21,8;27,8;17,1;0,00;7,00;264,4;129,5
16.07.2014;22,5;28,9;15,7;0,00;7,00;255,7;128,1
17.07.2014;24,1;31,5;16,0;0,00;7,00;309,7;150,2
18.07.2014;25,9;34,2;17,0;0,00;7,00;312,1;143,7
19.07.2014;27,0;36,1;18,1;0,00;7,00;302,1;139,0
20.07.2014;24,1;31,6;18,9;8,20;7,00;153,0;59,3
21.07.2014;20,0;22,7;18,0;3,40;7,00;110,6;16,8
22.07.2014;20,6;26,8;17,6;35,27;7,00;87,2;-9,3
23.07.2014;22,8;29,7;16,3;0,00;7,00;272,3;145,6
24.07.2014;22,7;29,5;15,8;0,00;7,00;282,9;132,1
25.07.2014;21,8;28,1;17,0;0,16;7,00;216,5;94,6
26.07.2014;19,6;22,7;16,4;0,70;7,00;100,6;14,9
27.07.2014;22,5;28,2;18,1;3,78;7,00;253,5;130,0
28.07.2014;22,4;29,3;16,8;11,49;7,00;225,6;125,1
29.07.2014;18,6;21,6;16,7;7,66;7,00;60,1;12,9
30.07.2014;19,6;23,4;17,6;7,80;7,00;103,6;36,1
31.07.2014;21,6;27,6;17,6;0,00;7,00;221,2;120,6
01.08.2014;21,4;27,9;15,8;0,00;8,00;224,4;95,0
02.08.2014;21,3;27,1;16,1;3,11;8,00;169,2;53,0
03.08.2014;20,6;26,7;17,1;0,02;8,00;137,1;60,8
04.08.2014;21,2;27,9;16,7;0,04;8,00;218,0;101,7
05.08.2014;19,1;24,0;14,4;0,00;8,00;223,2;96,9
06.08.2014;20,1;27,1;13,7;0,00;8,00;234,7;106,4
07.08.2014;19,8;26,6;16,4;5,80;8,00;144,9;25,4
08.08.2014;21,9;29,9;15,2;0,00;8,00;238,6;117,8
09.08.2014;23,0;27,5;18,7;0,00;8,00;213,1;94,3
10.08.2014;23,4;30,8;18,5;2,05;8,00;189,0;86,6
11.08.2014;20,3;26,1;16,9;1,31;8,00;209,0;91,6
12.08.2014;19,1;25,1;16,1;0,00;8,00;185,1;85,0
13.08.2014;16,4;19,5;14,5;4,70;8,00;78,6;-6,0
14.08.2014;16,3;21,4;12,8;0,86;8,00;164,5;67,5
15.08.2014;15,1;19,3;12,8;13,91;8,00;113,5;4,8
16.08.2014;15,8;20,9;13,1;0,44;8,00;182,5;85,2
17.08.2014;17,6;22,8;13,1;0,00;8,00;229,4;99,2
18.08.2014;16,7;20,2;14,8;0,00;8,00;99,0;30,8
19.08.2014;16,7;21,9;13,4;0,00;8,00;172,4;75,5
20.08.2014;15,6;20,9;11,1;0,01;8,00;185,7;75,9
21.08.2014;16,2;21,8;10,9;0,04;8,00;220,8;89,1
22.08.2014;16,1;22,2;10,7;0,00;8,00;179,4;70,4
23.08.2014;15,3;20,4;11,7;2,32;8,00;101,0;9,4
24.08.2014;14,2;19,9;10,6;0,42;8,00;196,9;65,7
25.08.2014;15,1;20,5;10,2;1,12;8,00;132,2;52,2
26.08.2014;16,5;22,2;13,4;34,90;8,00;101,8;7,0
27.08.2014;16,8;22,2;13,7;0,16;8,00;150,3;41,3
28.08.2014;18,6;26,9;12,3;0,00;8,00;162,0;75,0
29.08.2014;19,5;25,0;15,0;1,78;8,00;127,5;51,0
30.08.2014;19,3;25,1;14,6;2,68;8,00;197,7;79,2
31.08.2014;15,3;17,2;13,2;15,77;8,00;54,8;-20,0
01.09.2014;14,7;18,6;12,4;0,00;9,00;81,6;29,4
02.09.2014;15,7;20,2;12,8;0,00;9,00;120,4;48,9
03.09.2014;16,0;18,1;14,2;0,00;9,00;37,4;13,4
04.09.2014;17,4;20,2;15,6;0,00;9,00;44,1;15,8
05.09.2014;20,1;27,3;14,8;0,00;9,00;211,7;96,5
06.09.2014;20,3;27,7;16,3;0,00;9,00;168,8;75,5
07.09.2014;20,2;26,4;14,6;0,00;9,00;165,2;63,3
08.09.2014;21,1;27,8;16,3;0,00;9,00;177,8;81,2
09.09.2014;20,2;25,1;16,8;0,00;9,00;178,1;67,2
10.09.2014;16,7;21,4;12,8;0,00;9,00;169,9;61,5
11.09.2014;13,8;17,5;11,8;2,54;9,00;91,0;-4,2
12.09.2014;12,9;14,5;11,9;21,37;9,00;21,5;-15,6
13.09.2014;15,4;17,0;13,5;1,68;9,00;35,5;-26,4
14.09.2014;17,4;22,5;14,7;0,00;9,00;113,3;12,3
15.09.2014;16,9;21,8;12,4;0,00;9,00;88,3;31,3
16.09.2014;18,2;26,1;12,7;0,00;9,00;166,4;55,3
17.09.2014;18,9;26,5;12,8;0,00;9,00;192,7;64,8
18.09.2014;19,6;26,1;15,9;0,59;9,00;125,5;32,6
19.09.2014;20,0;27,1;16,1;0,79;9,00;157,4;53,2
20.09.2014;19,8;25,1;16,7;4,65;9,00;136,1;42,8
21.09.2014;17,1;21,8;13,8;22,89;9,00;101,0;26,7
22.09.2014;12,0;15,0;13,0;1,93;9,00;77,1;-11,0
23.09.2014;10,8;17,6;6,5;0,00;9,00;160,6;40,5
24.09.2014;12,2;18,7;6,2;0,33;9,00;146,3;36,6
25.09.2014;13,7;18,0;10,3;0,13;9,00;110,5;36,1
26.09.2014;14,9;20,5;10,7;0,00;9,00;168,3;65,3
27.09.2014;16,2;21,4;13,1;0,00;9,00;123,5;44,1
28.09.2014;16,9;25,0;10,2;0,00;9,00;162,6;44,2
29.09.2014;19,2;28,8;13,3;0,00;9,00;160,8;47,4
30.09.2014;18,1;21,5;15,0;0,19;9,00;63,6;7,4
01.10.2014;17,2;23,1;13,7;0,00;10,00;143,7;45,1
02.10.2014;16,1;22,9;11,4;0,00;10,00;138,5;29,4
03.10.2014;15,1;21,7;10,4;0,00;10,00;157,0;30,3
04.10.2014;13,2;18,1;9,0;0,00;10,00;151,6;26,3
05.10.2014;14,6;20,8;11,3;0,00;10,00;122,0;30,0
06.10.2014;13,6;19,1;10,7;0,00;10,00;83,1;9,1
07.10.2014;15,4;20,7;11,6;0,59;10,00;52,5;-21,2
08.10.2014;17,5;23,6;13,9;0,04;10,00;59,7;7,5
09.10.2014;20,4;28,8;15,2;0,00;10,00;131,6;40,9
10.10.2014;16,9;19,3;15,4;2,14;10,00;38,5;-23,0
11.10.2014;16,5;20,8;14,0;0,70;10,00;55,9;-8,1
12.10.2014;16,2;21,5;13,0;0,00;10,00;94,5;28,4
13.10.2014;16,1;19,1;13,7;0,35;10,00;32,8;-20,5
14.10.2014;16,4;21,7;13,2;0,10;10,00;117,3;21,2
15.10.2014;15,9;20,2;12,4;2,77;10,00;81,9;11,7
16.10.2014;15,4;17,9;14,0;6,54;10,00;39,1;-25,7
17.10.2014;14,9;18,9;11,9;18,03;10,00;69,0;-5,8
18.10.2014;15,6;24,4;9,8;0,00;10,00;126,3;17,0
19.10.2014;18,1;26,2;11,9;0,00;10,00;123,6;15,8
20.10.2014;17,5;20,5;15,2;0,00;10,00;40,4;-4,3
21.10.2014;14,5;19,1;9,3;1,48;10,00;76,2;-6,0
22.10.2014;8,2;9,7;4,5;0,02;10,00;45,4;-6,1
23.10.2014;9,7;13,0;7,2;0,00;10,00;65,6;11,8
24.10.2014;9,4;15,9;4,6;0,00;10,00;115,3;3,7
25.10.2014;11,4;15,9;7,5;0,51;10,00;64,5;15,5
26.10.2014;13,5;18,7;9,7;0,00;10,00;95,4;11,9
27.10.2014;9,6;15,3;5,0;0,00;10,00;112,7;-0,1
28.10.2014;7,5;12,0;4,5;0,01;10,00;40,2;-5,6
29.10.2014;10,5;17,2;6,6;0,00;10,00;92,2;11,2
30.10.2014;12,1;15,6;9,4;0,42;10,00;41,1;-10,6
31.10.2014;13,4;20,1;9,5;0,00;10,00;93,1;12,9
01.11.2014;13,3;20,6;9,0;0,00;11,00;96,0;-5,1
02.11.2014;12,5;18,8;8,1;0,00;11,00;87,8;-10,0
03.11.2014;14,6;19,6;10,9;0,00;11,00;70,6;2,2
04.11.2014;12,6;15,8;10,6;0,00;11,00;55,2;-8,5
05.11.2014;8,5;11,3;6,5;14,68;11,00;21,4;-21,9
06.11.2014;7,9;12,0;4,6;0,85;11,00;62,8;-26,0
07.11.2014;8,3;14,2;2,1;0,00;11,00;74,3;-2,7
08.11.2014;9,8;16,2;5,8;0,00;11,00;92,7;-17,9
09.11.2014;8,7;14,2;4,8;0,00;11,00;71,7;-11,0
10.11.2014;8,4;10,3;6,7;1,61;11,00;21,1;-24,6
11.11.2014;7,5;11,3;5,3;0,00;11,00;44,0;-26,0
12.11.2014;8,4;10,0;6,1;3,93;11,00;19,0;-6,3
13.11.2014;10,7;11,9;9,6;0,36;11,00;10,2;-35,1
14.11.2014;10,7;14,7;8,1;0,00;11,00;61,4;-9,3
15.11.2014;9,6;13,3;6,2;6,42;11,00;54,4;-4,5
16.11.2014;9,8;13,6;7,8;9,89;11,00;44,5;-40,6
17.11.2014;8,6;11,1;6,7;0,00;11,00;42,2;-5,5
18.11.2014;7,7;8,7;6,4;4,89;11,00;15,3;-19,8
19.11.2014;7,7;9,6;5,0;6,08;11,00;14,3;-43,1
20.11.2014;5,6;8,6;2,0;0,00;11,00;33,2;-12,0
21.11.2014;7,4;9,6;5,4;0,00;11,00;27,5;-8,8
22.11.2014;10,0;15,7;6,9;0,00;11,00;60,8;-10,5
23.11.2014;8,7;14,9;4,5;0,00;11,00;65,9;-19,7
24.11.2014;9,8;14,0;8,3;0,00;11,00;41,8;4,1
25.11.2014;9,1;11,0;7,1;0,00;11,00;24,9;1,8
26.11.2014;7,1;9,0;5,8;0,00;11,00;19,8;0,2
27.11.2014;7,5;10,3;5,9;0,02;11,00;37,7;0,2
28.11.2014;5,1;8,5;3,5;0,02;11,00;55,2;-14,3
29.11.2014;3,7;4,6;3,0;0,00;11,00;12,3;-6,0
30.11.2014;3,4;4,5;2,6;0,00;11,00;12,1;-5,6
01.12.2014;4,2;5,2;3,0;0,00;12,00;6,9;-14,0
02.12.2014;3,7;4,7;2,6;1,91;12,00;5,3;-19,8
03.12.2014;3,2;4,7;1,9;1,46;12,00;4,2;-22,3
04.12.2014;4,6;6,0;3,5;0,00;12,00;11,5;-11,0
05.12.2014;4,3;5,0;3,3;0,00;12,00;6,9;-9,2
06.12.2014;4,6;5,7;3,5;0,00;12,00;9,0;-6,8
07.12.2014;4,0;5,1;3,1;0,05;12,00;5,7;-16,1
08.12.2014;4,4;6,9;1,3;0,26;12,00;26,1;-24,8
09.12.2014;2,7;4,4;0,2;0,00;12,00;11,1;-15,7
10.12.2014;2,9;5,4;0,2;1,03;12,00;12,5;-30,3
11.12.2014;6,3;8,2;4,8;0,10;12,00;26,7;-31,2
12.12.2014;8,6;10,9;6,1;0,00;12,00;38,9;-17,0
13.12.2014;10,2;12,8;7,9;0,00;12,00;35,2;-17,5
14.12.2014;9,5;10,4;8,7;0,95;12,00;5,8;-29,5
15.12.2014;8,2;10,5;4,2;0,03;12,00;12,4;-27,4
16.12.2014;6,0;8,3;3,0;0,85;12,00;11,9;-28,1
17.12.2014;5,0;7,9;2,0;3,48;12,00;12,1;-38,2
18.12.2014;10,9;13,8;7,7;0,91;12,00;15,5;-26,7
19.12.2014;11,4;13,4;9,3;4,72;12,00;11,6;-32,2
20.12.2014;7,0;9,7;4,7;0,00;12,00;21,8;-22,5
21.12.2014;6,6;8,5;4,5;0,11;12,00;37,4;-14,5
22.12.2014;8,3;11,0;6,3;0,00;12,00;39,4;-5,6
23.12.2014;6,8;12,2;1,6;0,13;12,00;59,9;-33,9
24.12.2014;6,2;10,6;0,5;0,14;12,00;23,2;-24,9
25.12.2014;6,0;8,7;4,6;2,13;12,00;23,4;-26,8
26.12.2014;3,1;5,4;1,3;2,78;12,00;28,1;-20,7
27.12.2014;1,8;3,9;0,0;4,64;12,00;17,5;-29,5
28.12.2014;-2,8;1,5;-7,3;1,53;12,00;23,9;-44,1
29.12.2014;-3,8;0,3;-8,6;0,70;12,00;7,1;-27,5
30.12.2014;0,7;2,7;-0,9;1,34;12,00;11,6;-22,1
31.12.2014;2,1;3,3;1,3;0,15;12,00;14,1;-6,1
01.01.2015;1,9;3,3;0,4;0,00;1,00;10,8;-3,9
02.01.2015;3,2;6,0;-0,9;1,00;1,00;8,0;-36,4
03.01.2015;3,9;11,2;0,8;11,97;1,00;11,4;-24,7
04.01.2015;3,6;5,4;2,1;0,00;1,00;33,6;-14,1
05.01.2015;2,7;8,2;-0,1;0,00;1,00;61,1;-35,8
06.01.2015;1,3;6,5;-1,7;0,00;1,00;53,7;-34,5
07.01.2015;2,9;5,7;0,1;0,09;1,00;34,9;-16,6
08.01.2015;7,1;10,4;1,1;1,06;1,00;14,2;-24,2
09.01.2015;9,0;12,9;5,9;2,39;1,00;19,7;-17,7
10.01.2015;13,9;16,4;8,8;4,72;1,00;43,4;-0,5
11.01.2015;5,0;9,4;1,4;6,69;1,00;30,5;-32,1
12.01.2015;6,0;8,6;4,0;0,00;1,00;42,3;-17,1
13.01.2015;9,9;16,1;3,4;0,00;1,00;64,7;-29,7
14.01.2015;7,1;12,7;3,3;5,35;1,00;29,8;-41,8
15.01.2015;7,5;10,4;3,1;0,01;1,00;20,2;-16,6
16.01.2015;7,8;10,1;5,4;3,78;1,00;17,7;-20,5
17.01.2015;4,3;6,5;2,8;6,06;1,00;15,6;-22,4
18.01.2015;2,1;5,8;-0,5;0,25;1,00;60,9;-20,0
19.01.2015;1,7;4,9;-0,7;2,11;1,00;32,2;-18,4
20.01.2015;1,5;2,7;0,3;4,11;1,00;13,6;-14,5
21.01.2015;2,1;3,9;0,4;0,00;1,00;17,0;-4,0
22.01.2015;1,6;2,8;0,7;0,00;1,00;6,6;-10,7
23.01.2015;1,6;2,6;0,6;0,61;1,00;6,0;-13,6
24.01.2015;1,7;3,3;0,6;0,84;1,00;27,2;-5,2
25.01.2015;2,2;3,8;0,7;0,31;1,00;37,3;-0,2
26.01.2015;1,8;3,2;1,0;2,86;1,00;16,0;-19,7
27.01.2015;3,5;4,9;2,5;0,19;1,00;31,1;-13,5
28.01.2015;3,6;5,0;2,3;0,23;1,00;38,0;2,7
