Datum;MedTemp;MaxTemp;MinTemp;Niederschlag;Monat;MedGlobalstrahlung;MedStarhlungBilanz
25.10.2017;16,2;22,2;12,9;0,00;10,00;87,4;22,8
26.10.2017;15,5;20,2;12,6;0,00;10,00;97,5;19,2
27.10.2017;12,7;14,6;10,3;5,60;10,00;54,1;-6,6
28.10.2017;9,6;12,1;6,6;0,00;10,00;53,0;-1,6
29.10.2017;10,3;13,7;6,5;8,70;10,00;44,5;-17,1
30.10.2017;6,9;9,9;4,3;0,00;10,00;53,5;-13,6
31.10.2017;5,6;11,1;1,4;0,00;10,00;94,4;0,0
01.11.2017;8,7;14,3;6,0;0,10;11,00;59,2;-5,8
02.11.2017;11,8;16,3;7,3;0,00;11,00;50,3;2,7
03.11.2017;11,5;15,5;7,5;0,00;11,00;45,6;-6,4
04.11.2017;12,1;19,0;6,7;0,00;11,00;54,5;-8,2
05.11.2017;9,8;12,4;7,1;9,30;11,00;12,3;-28,1
06.11.2017;6,7;8,1;5,4;0,10;11,00;18,2;-14,8
07.11.2017;7,5;9,3;5,8;1,20;11,00;6,6;-12,0
08.11.2017;7,6;8,5;6,9;4,00;11,00;7,1;-9,4
09.11.2017;7,7;8,8;6,8;0,00;11,00;10,7;-8,9
10.11.2017;7,1;8,1;6,0;1,80;11,00;16,2;-18,5
11.11.2017;7,8;10,4;5,2;3,10;11,00;21,1;-27,6
12.11.2017;5,9;11,3;3,0;22,00;11,00;13,8;-14,0
13.11.2017;5,1;7,7;3,7;0,60;11,00;34,1;-16,3
14.11.2017;3,6;6,1;1,6;0,00;11,00;43,1;-11,0
15.11.2017;2,5;7,6;-0,8;0,00;11,00;75,7;-21,9
16.11.2017;2,1;3,6;0,0;0,00;11,00;23,2;-0,6
17.11.2017;4,1;6,4;1,3;0,10;11,00;14,8;0,2
18.11.2017;6,1;8,6;5,1;0,00;11,00;40,3;6,2
19.11.2017;5,3;7,5;3,9;1,50;11,00;39,2;-14,1
20.11.2017;5,2;7,4;3,5;0,00;11,00;17,9;-10,1
21.11.2017;8,4;12,3;4,8;4,30;11,00;23,2;-17,0
22.11.2017;8,4;17,9;3,0;0,00;11,00;59,2;-34,9
23.11.2017;11,3;17,3;4,2;0,00;11,00;47,4;-24,7
24.11.2017;12,9;17,8;11,1;0,70;11,00;40,8;-19,7
25.11.2017;7,4;11,2;3,6;17,00;11,00;15,9;-27,9
26.11.2017;3,3;5,8;1,6;1,50;11,00;38,3;-27,6
27.11.2017;4,7;6,7;2,1;0,00;11,00;33,8;-8,7
28.11.2017;5,7;7,2;3,6;0,90;11,00;15,3;-18,1
29.11.2017;3,5;6,2;0,4;0,50;11,00;16,8;-31,8
30.11.2017;2,5;5,1;0,4;1,20;11,00;25,9;-18,7
01.12.2017;1,9;3,4;0,7;0,80;12,00;20,1;-18,5
02.12.2017;1,0;2,6;-1,0;0,00;12,00;12,3;-17,9
03.12.2017;0,3;1,7;-0,8;0,40;12,00;23,4;1,6
04.12.2017;2,9;5,3;0,3;0,40;12,00;7,3;-19,6
05.12.2017;4,8;6,2;3,1;0,00;12,00;16,9;-4,9
06.12.2017;5,1;6,3;2,6;0,00;12,00;8,8;-6,0
07.12.2017;5,3;10,1;0,9;0,00;12,00;58,7;-29,9
08.12.2017;4,8;8,5;0,7;2,10;12,00;32,5;-28,8
09.12.2017;0,8;2,4;-0,9;0,00;12,00;44,0;-25,8
10.12.2017;1,9;7,6;-1,6;3,80;12,00;10,4;-31,3
11.12.2017;7,0;9,2;5,3;9,00;12,00;11,2;-18,3
12.12.2017;4,5;7,9;1,2;0,10;12,00;19,3;-27,1
13.12.2017;3,4;6,1;0,5;0,80;12,00;42,1;-26,8
14.12.2017;6,1;7,7;4,8;2,40;12,00;46,6;-27,0
15.12.2017;4,4;7,8;2,6;2,80;12,00;33,6;-23,8
16.12.2017;3,1;5,2;1,7;0,60;12,00;19,1;-21,4
17.12.2017;2,8;4,1;2,3;0,00;12,00;20,1;-6,0
18.12.2017;2,3;3,9;0,3;1,50;12,00;19,6;-6,3
19.12.2017;2,8;3,6;1,9;0,00;12,00;10,4;-9,5
20.12.2017;4,0;5,6;2,5;0,10;12,00;15,1;-2,8
21.12.2017;6,0;7,8;4,1;1,90;12,00;12,6;-3,4
22.12.2017;8,1;10,0;6,5;0,90;12,00;9,1;-3,4
23.12.2017;8,7;9,6;8,0;0,00;12,00;12,5;-1,7
24.12.2017;7,1;8,3;5,1;0,00;12,00;21,8;4,3
25.12.2017;4,7;8,5;2,1;0,00;12,00;47,4;-22,3
26.12.2017;5,7;11,7;2,0;0,00;12,00;41,7;-33,9
27.12.2017;5,5;7,6;3,4;0,10;12,00;15,4;-16,5
28.12.2017;2,9;5,5;0,2;1,00;12,00;24,7;-24,0
29.12.2017;2,0;4,6;0,0;3,00;12,00;46,3;-24,9
30.12.2017;7,6;12,9;3,6;0,80;12,00;18,4;-15,6
31.12.2017;12,4;15,3;9,4;0,00;12,00;36,7;-13,3
01.01.2018;8,4;10,8;6,9;0,3;1,00;48,7;-28,4
02.01.2018;6,1;7,9;4;3,5;1,00;31,4;-22,6
03.01.2018;8,6;13,6;6,3;8,2;1,00;17,6;-24,2
04.01.2018;8,7;12,6;6;10,6;1,00;8,5;-31,2
05.01.2018;9,8;12,6;7,8;2,9;1,00;16,9;-25,8
06.01.2018;8,3;11,3;6;0,5;1,00;30,8;-16,6
07.01.2018;6,7;8,3;3,8;0;1,00;9,1;-4,4
08.01.2018;7,8;8,8;5,5;0;1,00;16,3;-7,2
09.01.2018;6,4;9,9;3,3;0;1,00;30,9;-20,1
10.01.2018;8,2;12,4;4,7;0,1;1,00;42,8;-11,3
11.01.2018;5,9;10;2,6;0;1,00;39,6;-18,7
12.01.2018;4,4;5,4;3,3;0;1,00;25,8;5,4
13.01.2018;5;6;4;0;1,00;5,4;-10,8
14.01.2018;2,6;4,1;0,7;0;1,00;13,3;-21,6
15.01.2018;3,9;6,6;0,5;1,2;1,00;29,8;-19
16.01.2018;6,5;8,1;3,3;6,6;1,00;18,7;-34,1
17.01.2018;4;5;1,4;2,5;1,00;26,1;-21,5
18.01.2018;5,6;9,2;2,3;4,8;1,00;27,2;-17,4
19.01.2018;4,7;7,3;2;3,8;1,00;30,9;-18,8
20.01.2018;3,4;4,9;2,2;7,3;1,00;23,5;-17,6
21.01.2018;3,5;4,9;2,4;0,8;1,00;29;-10,8
22.01.2018;6,2;9,4;1,3;11,1;1,00;9,6;-13,9
23.01.2018;7,4;9,7;5,8;0;1,00;26,1;-4,1
24.01.2018;10;13,6;7;0;1,00;52,4;-6,6
25.01.2018;10,6;13,2;7,5;0;1,00;32,9;-12,3
26.01.2018;8,5;10,8;6,5;0,4;1,00;17,3;-12
27.01.2018;7;9,1;5,3;0;1,00;30,9;-4,9
28.01.2018;8,2;11,2;3,3;0;1,00;36,6;6,4
29.01.2018;9,1;12,9;5,1;0;1,00;38;10,4
30.01.2018;8;9,8;6,2;1,7;1,00;25,4;-7,7
31.01.2018;8,4;10,9;6,2;1,4;1,00;30;-10,9
01.02.2018;4,9;7,1;2,7;2,2;2,00;26,7;-11
02.02.2018;3,2;5,6;0,8;0;2,00;43,4;-10,8
03.02.2018;3,3;5;2;0;2,00;32,1;0
04.02.2018;2,1;6,5;0,5;2,8;2,00;40,3;-2
05.02.2018;2;5,7;-0,2;0;2,00;59,4;3,2
06.02.2018;1,7;5,4;-0,5;0;2,00;57;-10,3
07.02.2018;0,5;2,4;-1,6;0;2,00;40,5;-2,1
08.02.2018;1,4;3,2;-0,3;0;2,00;38,8;2,5
09.02.2018;2,1;3,9;1,1;0;2,00;23,6;3,5
10.02.2018;3;4,8;2;0;2,00;24,1;1,7
11.02.2018;3,8;6,3;2,1;0,1;2,00;24,9;-7,9
12.02.2018;2,4;4,5;-0,1;0,5;2,00;49,2;-8,8
13.02.2018;1,2;5,1;-1,6;0;2,00;90,4;-5,8
14.02.2018;0,1;5,7;-4,2;0;2,00;90,8;-14,2
15.02.2018;3;6,4;-0,8;3,4;2,00;28;-7,6
16.02.2018;6;9;1,6;2,2;2,00;40,3;-7,4
17.02.2018;1,6;3,6;0,6;7,4;2,00;11,9;-33,9
18.02.2018;1,4;2,8;-0,2;0;2,00;37;12
19.02.2018;1,1;2,2;0,2;0;2,00;20,5;-1,9
20.02.2018;1;2,2;-0,2;0;2,00;28,5;1,8
21.02.2018;1;4,2;-1;0;2,00;67,9;8,9
22.02.2018;0,2;3,2;-2,4;0;2,00;79,9;17,1
23.02.2018;0,3;2,7;-2,6;0;2,00;44,6;14,4
24.02.2018;0,1;4,2;-3,3;0;2,00;109,2;17,6
25.02.2018;-3,8;-0,2;-7;0;2,00;115;5,4
26.02.2018;-6,3;-3,5;-8,6;0;2,00;74,3;-18,2
27.02.2018;-7,4;-5,1;-9,6;0;2,00;80,9;0,4
28.02.2018;-6,9;-3;-10,4;0;2,00;116,4;16,7
01.03.2018;-4,2;0,7;-7,9;0;3,00;91,3;39,3
02.03.2018;-1,8;1,8;-5,4;0;3,00;73;36,6
03.03.2018;3,2;10,4;-2,7;0,5;3,00;109,6;29,5
04.03.2018;7,7;14,2;1,5;0;3,00;126,4;48,1
05.03.2018;8,6;13,4;3,9;0;3,00;120,7;34,7
06.03.2018;5,6;10,3;0,9;0;3,00;88,3;17,4
07.03.2018;7,2;10,9;3,8;0,1;3,00;83;13,6
08.03.2018;8,2;13,5;3,9;0;3,00;116,5;28,7
09.03.2018;9,4;13,3;5,3;0,3;3,00;50,2;11,7
10.03.2018;11,9;13,6;8,8;0,1;3,00;42;-5,2
11.03.2018;12;17;7,2;1;3,00;62,8;7,6
12.03.2018;11,2;14,9;8,7;0,4;3,00;71,4;13
13.03.2018;8,6;11,1;5,6;0,5;3,00;87,4;23,4
14.03.2018;8;12,2;5,1;0,1;3,00;121,7;46,6
15.03.2018;7,9;12,2;2,7;0;3,00;92,3;24,1
16.03.2018;9,6;14,7;5;0;3,00;86,3;21,7
17.03.2018;2,8;6,4;-1,8;0,9;3,00;21,2;-3,9
18.03.2018;-1,3;0,3;-2,6;4,2;3,00;50,2;0,1
19.03.2018;-0,3;1,5;-1,9;0;3,00;68,4;32,5
20.03.2018;-0,1;3,6;-3,9;0;3,00;121;39,4
21.03.2018;1,9;6;-1,3;0;3,00;162,8;49,1
22.03.2018;1,7;6,1;-2,4;0,7;3,00;74,3;16,2
23.03.2018;5,2;7,7;2,6;1,1;3,00;53;21
24.03.2018;6,5;11,7;0,9;0;3,00;174,5;61,4
25.03.2018;7,5;14,8;0,8;0;3,00;166,5;58,5
26.03.2018;7,2;10,9;3,5;0;3,00;79,5;23,7
27.03.2018;8,1;12,8;3,1;0,1;3,00;122,4;46,9
28.03.2018;10,2;13,6;7,2;2;3,00;83,6;23,6
29.03.2018;8;11,2;5;0;3,00;130,1;47,7
30.03.2018;9;15,9;2,3;2,1;3,00;152,6;58,6
31.03.2018;9,3;13,7;6,7;0;3,00;136,5;68,6
01.04.2018;7,5;9,5;5,5;2,2;4,00;110;44,5
02.04.2018;10,6;18,6;2,8;0;4,00;183,3;83,6
03.04.2018;16,9;22,6;11,3;0;4,00;166,9;82,6
04.04.2018;14,9;22,8;10,9;0;4,00;142,3;61,7
05.04.2018;11;14,4;7,6;0,8;4,00;131,8;36,6
06.04.2018;9,9;16,6;2,8;0;4,00;199,6;82,5
07.04.2018;14,8;24,3;5,4;0;4,00;203,8;81,8
08.04.2018;16,9;25,5;8,7;0;4,00;198,6;80,1
09.04.2018;16,7;23,7;10,9;0;4,00;118,4;36,8
10.04.2018;14,6;21,6;9,3;6,2;4,00;162,7;80
11.04.2018;13,5;20;6,9;0;4,00;205,6;97,5
12.04.2018;16;22,1;9,8;0;4,00;145,4;47,1
13.04.2018;11,4;15;9,3;2,7;4,00;43,5;-18,3
14.04.2018;14,3;21;6,8;0;4,00;194,6;87,6
15.04.2018;15,1;21,3;8,5;0;4,00;175;80,3
16.04.2018;17,1;20,5;13,7;0;4,00;110,6;48,7
17.04.2018;17;23,9;9,1;0;4,00;213,5;95,8
18.04.2018;18,4;25,8;10,2;0;4,00;220,3;98,7
19.04.2018;19,8;27,4;11,2;0;4,00;224,4;95,9
20.04.2018;20;28,6;11;0;4,00;222,4;97,8
21.04.2018;20,7;28,1;12,8;0;4,00;219,3;100,4
22.04.2018;21,5;29,3;13,6;0;4,00;189,7;78,5
23.04.2018;18,5;21,8;14,9;1,6;4,00;94;25,6
24.04.2018;17,1;22,8;11,7;0;4,00;183,4;78,2
25.04.2018;17,2;22,5;12,3;0;4,00;176,4;72,3
26.04.2018;12,7;16,7;9,3;1,1;4,00;170,5;79,7
27.04.2018;14,7;23,4;6;0;4,00;239,6;115,6
28.04.2018;15,7;20,7;12,3;0;4,00;136,5;62,3
29.04.2018;19,7;27,9;10,9;3;4,00;233,9;131
30.04.2018;16,2;20,7;11,4;0,2;4,00;222;118
01.05.2018;11,6;15,5;8;0;5,0;135,5;66,3
02.05.2018;12,3;18,1;6,9;0;5,0;128,2;67,3
03.05.2018;15,2;18,7;12;0;5,0;114,7;63,3
04.05.2018;17,4;22,6;12,3;0;5,0;180;99,9
05.05.2018;18,9;25,3;12;0;5,0;228,3;134,6
06.05.2018;20,6;25,1;13,8;0;5,0;299,9;160,5
07.05.2018;19,1;25,8;11,2;0;5,0;264,6;126
08.05.2018;19,9;26,9;11,5;0;5,0;267,1;124,2
09.05.2018;19,4;25;13,1;0;5,0;204,2;85,3
10.05.2018;16,1;18,9;12;0,2;5,0;99,8;35,6
11.05.2018;15,7;21,1;10,1;0;5,0;208,3;101,6
12.05.2018;19,7;27,4;11,3;0;5,0;236,4;124,7
13.05.2018;16,6;20,5;12,9;4,6;5,0;104,8;50,7
14.05.2018;14,3;16,2;12,8;2,2;5,0;40,9;8,1
15.05.2018;16,5;22,4;13,1;0,1;5,0;181,9;121,7
16.05.2018;13,9;18,2;12,2;9,5;5,0;92,7;39,9
17.05.2018;14,1;17,2;11,8;1;5,0;77,3;38,3
18.05.2018;15,1;21,2;8,9;0;5,0;269;148,3
19.05.2018;15,5;21;10,2;0,1;5,0;216,6;122,3
20.05.2018;15,4;19,1;12,7;13,8;5,0;64,9;23,2
21.05.2018;18,9;26,3;12,3;0,7;5,0;260,7;146,1
22.05.2018;18,1;26,8;12,8;1,9;5,0;202,1;104,8
23.05.2018;19,2;24,8;15,1;0,4;5,0;167,8;103,8
24.05.2018;18,6;25,2;15,1;0;5,0;146,6;74,3
25.05.2018;20,7;27,3;13,8;0;5,0;264,9;147,7
26.05.2018;22,4;29,4;15;0;5,0;248,6;139,4
27.05.2018;22,9;30,2;17,4;0;5,0;180,2;92,2
28.05.2018;24,4;30,8;17,2;0;5,0;251,9;139,8
29.05.2018;21,2;25;17,8;0;5,0;152,9;62,7
30.05.2018;23,2;30,4;15,5;0,2;5,0;265,5;147,5
31.05.2018;23,4;29,1;17,8;0,3;5,0;246,8;136,4
01.06.2018;20,6;26,8;15,9;9,8;6,00;239;131,5
02.06.2018;20,9;26,2;15,9;0;6,00;213,2;108,6
03.06.2018;23,3;28,7;15,6;0;6,00;292,1;168,3
04.06.2018;24;30,1;16,5;0;6,00;259,4;136,4
05.06.2018;23,8;29,9;17,5;0;6,00;226,3;121,7
06.06.2018;24;30,3;17,6;0;6,00;262,8;145
07.06.2018;21,9;26,9;17,7;12,9;6,00;139,1;64,3
08.06.2018;21,4;28,8;15,9;3,2;6,00;237,1;138
09.06.2018;22,2;28,1;17,6;0;6,00;175,4;100,6
10.06.2018;23,3;28,8;17,8;0;6,00;216,8;120,9
11.06.2018;22,1;28,3;18,4;0,6;6,00;156,4;77,3
12.06.2018;18,9;24,7;15,9;31,2;6,00;94,1;42,9
13.06.2018;15,6;17,9;13,7;0,3;6,00;92,2;49,1
14.06.2018;17,4;22,3;13,8;0;6,00;230,7;155
15.06.2018;18,8;24,7;13,6;0;6,00;198,4;109
16.06.2018;20,9;27,6;13,2;0;6,00;281;152,5
17.06.2018;20,6;25;18,1;0;6,00;167,7;99,2
18.06.2018;20,2;25,3;16,7;0;6,00;232,1;126,7
19.06.2018;21,6;27,5;16;0;6,00;220,9;120
20.06.2018;24,4;31,8;16,7;0;6,00;301,2;164,8
21.06.2018;22,6;27,4;15,3;0;6,00;249,4;126,2
22.06.2018;14,6;18,2;10,8;0;6,00;217,1;91,3
23.06.2018;15,2;20,9;9,8;0;6,00;245,1;120,8
24.06.2018;17;21,1;11,3;0;6,00;192,2;103
25.06.2018;18,6;23,9;15,4;0;6,00;204,1;111,5
26.06.2018;18,9;23,1;14,6;0;6,00;127,4;63,8
27.06.2018;20,1;25,7;13,1;0;6,00;266,9;146,8
28.06.2018;18,5;23,4;13,8;0,9;6,00;118,6;18,5
29.06.2018;21,9;28,2;16,7;0;6,00;209,4;124,3
30.06.2018;24;30,8;16,7;0;6,00;298,7;162,9
01.07.2018;22,3;27,3;16,8;0;7,00;333,1;170,1
02.07.2018;22,5;29,1;15,7;0;7,00;304,1;147,1
03.07.2018;23,8;30,3;16,3;0;7,00;280,9;141,5
04.07.2018;23,3;28,9;18,9;3,3;7,00;175,7;78,4
05.07.2018;19,5;22,2;17,6;4,8;7,00;80,9;-2,7
06.07.2018;20,7;27,1;17,6;3,9;7,00;145,6;83,1
07.07.2018;21,8;28,4;15,6;0;7,00;238,6;135,4
08.07.2018;22,8;28,1;17,9;0;7,00;289,9;153,9
09.07.2018;22,1;28,6;14,6;0;7,00;280,2;141,9
10.07.2018;19,7;22,5;16,1;0;7,00;175,3;83,9
11.07.2018;17,6;22,1;14,1;0;7,00;160,1;81,9
12.07.2018;20,4;25,7;16,7;0;7,00;213,8;122,4
13.07.2018;22,4;30,2;14,3;0;7,00;291,7;151,6
14.07.2018;23,8;29,9;17,5;0;7,00;226;111,7
15.07.2018;22,3;28,7;17,1;0,2;7,00;162,3;59,5
16.07.2018;22,3;27,5;17,3;0,2;7,00;252,1;146,5
17.07.2018;23,6;30,4;16,7;0;7,00;226,5;108,3
18.07.2018;23,5;29,7;17;0;7,00;260,7;130,5
19.07.2018;23,8;31;16,4;0;7,00;287,1;140,9
20.07.2018;23,9;32,3;17,6;0;7,00;226,9;118,7
21.07.2018;20;22,1;18,5;13,1;7,00;74,4;11,4
22.07.2018;20,3;24,8;18,3;3,2;7,00;136,8;64
23.07.2018;22,7;29,2;17,5;0;7,00;239,2;145,5
24.07.2018;24,8;31,8;17,3;0;7,00;247,5;127,2
25.07.2018;26,5;34;18,5;0;7,00;262,4;141,6
26.07.2018;26,8;32,9;19,6;0;7,00;264,2;130,6
27.07.2018;26,8;32,9;19,5;0;7,00;248,6;122,5
28.07.2018;25,5;31,2;21,3;0,2;7,00;147,9;52,7
29.07.2018;25,8;32,3;19,8;0;7,00;232,2;122,7
30.07.2018;27,6;34,6;19,9;0;7,00;241,9;116
31.07.2018;29;36,4;20,3;0;7,00;257,7;134,5
01.08.2018;26,6;32,5;21,5;4,7;8,00;221,6;133,4
02.08.2018;25,3;31,6;19,5;7,8;8,00;244,6;146
03.08.2018;28,1;35,3;21,2;0;8,00;241,8;129,9
04.08.2018;29;36,8;21,7;0;8,00;257,5;134,8
05.08.2018;27,7;33,3;23,9;0;8,00;230,3;112,7
06.08.2018;27,2;34,2;19,4;0,1;8,00;238,9;110,5
07.08.2018;25,8;31,9;22,7;0,1;8,00;104,8;17,8
08.08.2018;25,4;32,2;21;5,5;8,00;205,5;111,9
09.08.2018;25,5;34,8;21,6;0,2;8,00;196,9;112,1
10.08.2018;20,7;25;16,2;0;8,00;190,8;87,4
11.08.2018;20,8;26,5;16,5;0;8,00;203,8;85,1
12.08.2018;22,3;31,3;13;0;8,00;266;117
13.08.2018;21,3;25,6;18,1;3,3;8,00;95,3;0,1
14.08.2018;21,1;25,4;16,8;0;8,00;164,1;77,2
15.08.2018;21,3;27,3;15,8;0;8,00;169,9;81,7
16.08.2018;23,5;31,8;15,4;0;8,00;243,2;113,7
17.08.2018;24,7;31,1;19,2;0;8,00;162,9;76,7
18.08.2018;22,8;28,5;17,3;1,6;8,00;218,3;116
19.08.2018;24,6;31,5;18,2;0;8,00;226,8;111,1
20.08.2018;24,4;30,5;18,7;0;8,00;236,1;108,8
21.08.2018;24,7;31,4;18,3;0;8,00;213,7;99,7
22.08.2018;25,2;33,7;18,4;0;8,00;179,4;73,7
23.08.2018;22,6;29,4;19,7;8,8;8,00;104,1;29,2
24.08.2018;19,5;24,2;16,6;0,6;8,00;93,4;26,4
25.08.2018;14,9;17,1;12;1,2;8,00;60,8;-23,4
26.08.2018;15,3;21,6;8,6;0;8,00;219,4;100,2
27.08.2018;19,1;24,7;13,3;0;8,00;107,7;50,5
28.08.2018;20,7;27,5;14,5;0;8,00;209,3;90,3
29.08.2018;22,8;31,2;15,3;0;8,00;180,5;81,5
30.08.2018;19,5;23,6;17;0;8,00;128,3;61
31.08.2018;15,9;17,7;13,9;8,9;8,00;33,9;-20,5
01.09.2018;17,5;21,7;13,3;0,1;9,00;133,2;50,2
02.09.2018;15,9;18,2;14,1;2,1;9,00;26,7;-35,6
03.09.2018;17,7;21,9;15,6;0;9,00;86,9;38,4
04.09.2018;19,1;25,5;13,9;0;9,00;160;79,2
05.09.2018;21,1;28,1;14,9;0;9,00;182,3;76,9
06.09.2018;20,1;28,6;16,5;2,9;9,00;129;36,4
07.09.2018;18,5;22,8;15;1,5;9,00;128,1;31,6
08.09.2018;17,5;24,8;11,6;0;9,00;208,6;78,1
09.09.2018;18,6;27,4;11,5;0;9,00;197;73
10.09.2018;20,4;29,5;12,5;0;9,00;181,4;62,3
11.09.2018;22;29,8;15,3;0;9,00;192,5;64,9
12.09.2018;23,2;32,4;15,4;1,2;9,00;186,8;64,8
13.09.2018;19,7;25,6;16,6;3,5;9,00;124;45,5
14.09.2018;18,6;23,3;15,8;0;9,00;106,3;43,3
15.09.2018;18,6;22,6;13,6;0;9,00;167,9;60,1
16.09.2018;18;27,1;10,4;0;9,00;181,6;58,6
17.09.2018;20,2;29;13,5;0;9,00;185;56,6
18.09.2018;22,2;31,5;14,7;0;9,00;165,5;61,1
19.09.2018;23,2;30,5;16,9;0;9,00;170,5;56,9
20.09.2018;23,1;31;17,2;0;9,00;166,3;53,3
21.09.2018;21;27,5;14,9;0;9,00;79,6;4,9
22.09.2018;15,5;19,9;12;0;9,00;131,3;36,3
23.09.2018;17,5;25;11,2;19,1;9,00;111,2;44,8
24.09.2018;11,7;16;8,8;0;9,00;152,3;46,9
25.09.2018;10,5;15,7;5,5;0;9,00;180;44,7
26.09.2018;11,9;20,6;4;0;9,00;168,1;39,6
27.09.2018;15,1;24,8;7,7;0;9,00;169,6;39,1
28.09.2018;16;22,6;11,2;0,6;9,00;158,6;43,5
29.09.2018;13,3;18,3;8,8;0;9,00;167,4;32,7
30.09.2018;12,7;21;5,2;0;9,00;158;33,3
01.10.2018;11,8;14,7;9,1;1,3;10,00;68,1;4,6
02.10.2018;9,6;12,5;5;0,1;10,00;77,2;14,5
03.10.2018;13,1;17,2;10,8;0,3;10,00;86;17,6
04.10.2018;12,7;20,2;7,1;0;10,00;142,8;34,6
05.10.2018;14,1;23,1;6,9;0;10,00;149,7;29,9
06.10.2018;17,6;25;11,9;0;10,00;99,3;24
07.10.2018;17,9;23,6;12,8;0;10,00;127,6;24,9
08.10.2018;15,5;22,6;10,7;0;10,00;119,8;22,2
09.10.2018;15,8;22,8;10,9;0;10,00;112,7;20,2
10.10.2018;15,5;23,6;10;0;10,00;111;14,9
11.10.2018;16,5;23,2;10,8;0;10,00;111,4;18,8
12.10.2018;19,5;27,5;14,1;0;10,00;130,1;22
13.10.2018;18,1;26,6;11,7;0;10,00;131,7;11,9
14.10.2018;17,7;27,3;11,9;0;10,00;130,2;9
15.10.2018;16,6;25;11,2;0;10,00;125;3,7
16.10.2018;15,9;24,7;10,2;0;10,00;122,1;4,1
17.10.2018;15,6;23,3;9,7;0;10,00;111,6;5,3
18.10.2018;15,4;21,9;10,6;0;10,00;101,6;2,9
19.10.2018;13,6;19;9,5;0;10,00;101,9;0,6
20.10.2018;12,8;18,9;9;0;10,00;92;2
21.10.2018;10,8;18;5,2;0;10,00;108,7;-3,4
22.10.2018;10,1;16;3,4;0;10,00;103,5;8,9
23.10.2018;12,1;14,9;7,9;0;10,00;42,9;3,8
24.10.2018;14;16,8;12,5;0,1;10,00;56,7;17,5
25.10.2018;13,4;15;12,6;0;10,00;22,8;-0,2
26.10.2018;12,2;17,1;9,4;0;10,00;99;9,5
27.10.2018;8,5;10,6;6,6;0,7;10,00;18,8;-14,8
28.10.2018;4,9;6,6;3,1;17,5;10,00;6,7;-21,9
29.10.2018;6;7,6;4,5;0,1;10,00;10,2;-4,7
30.10.2018;7,2;8,3;5,8;0;10,00;25;-22,9
31.10.2018;8,3;14,2;3,4;0;10,00;57,3;-6,3
01.11.2018;9;15,4;5;0,3;11,00;69,9;-12,8
02.11.2018;9,9;12,8;6,8;0;11,00;40;-9,1
03.11.2018;10,4;12,7;8;0;11,00;48,8;16,8
04.11.2018;11,4;12,3;9,9;0;11,00;25,2;5,2
05.11.2018;10,3;16,2;7,3;0;11,00;64,5;-11,7
06.11.2018;10,5;15,6;6,5;0;11,00;55,5;-14,3
07.11.2018;11,5;18,4;7,1;0;11,00;82,5;-6,7
08.11.2018;11,6;12,6;10,2;0,2;11,00;13,7;-16,5
09.11.2018;10,9;16,8;7,5;0;11,00;62,6;-17,7
10.11.2018;11,6;17;6,7;0;11,00;43;0,4
11.11.2018;13,1;16,5;10,8;1,5;11,00;41,4;-11,4
12.11.2018;14,3;19,3;10;0;11,00;41,5;-10,8
13.11.2018;11,8;15,3;6,6;1,5;11,00;21,6;-41,3
14.11.2018;7,7;14,2;3,4;0;11,00;78,9;-27,5
15.11.2018;5,5;7,4;3,3;0;11,00;17,9;-1,8
16.11.2018;5,8;10,3;2,5;0;11,00;76,2;-26,7
17.11.2018;5,1;11,2;0,4;0;11,00;74,2;-34,6
18.11.2018;4,2;8,5;0,7;0;11,00;71,5;-29
19.11.2018;2,8;4,8;0,7;0;11,00;38,1;-8
20.11.2018;3,3;6;0,4;0;11,00;19,4;-19,2
21.11.2018;1,2;3,1;-1,1;0;11,00;17,4;-17,1
22.11.2018;4,2;9,4;2;0;11,00;60,7;-15,2
23.11.2018;4,4;9,7;0,7;0;11,00;56;-16,8
24.11.2018;7,2;11,9;4;1;11,00;30,5;-12,8
25.11.2018;6,1;11,7;1,6;0;11,00;63,9;-16,4
26.11.2018;5,1;5,9;4,3;4;11,00;8,5;-19,6
27.11.2018;4,3;5,1;3,6;0,5;11,00;9,7;-15,9
28.11.2018;4,5;7;2,2;0;11,00;39,6;-8,3
29.11.2018;6;9,4;2,6;0;11,00;37,5;-10,7
30.11.2018;6,9;8,9;4,5;2,4;11,00;13,7;-21,9
01.12.2018;8,1;11,2;5;0;12,00;47,9;-10,6
02.12.2018;11;13,8;8,4;1,1;12,00;25,6;-23,3
03.12.2018;13,1;15,5;11,1;11,5;12,00;23,9;-39,3
04.12.2018;8,7;11,1;5,6;2,8;12,00;14,9;-36,1
05.12.2018;7,2;9,7;5,4;0;12,00;28,8;-11,1
06.12.2018;10,5;13,3;7,1;2,4;12,00;24,4;-4,9
07.12.2018;12,1;13,5;8,4;1,1;12,00;15,2;-14,5
08.12.2018;7,6;9,1;6;0,2;12,00;25,9;-34,7
09.12.2018;8,4;10,8;7,1;3,1;12,00;10,7;-47,2
10.12.2018;5,8;7,7;2,8;1,5;12,00;25,3;-30,6
11.12.2018;4;5,7;1,8;0;12,00;20,7;-19,8
12.12.2018;3,3;5,1;1,8;0,2;12,00;15,1;-17,1
13.12.2018;1,5;2,8;0,7;0;12,00;11,5;-16,6
